pharos_index,AccessionKeys,Gene_Name,novelty,idgTDL_Tbio,idgTDL_Tchem,idgTDL_Tclin,idgTDL_Tdark,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len
7903,Q53EP0,FNDC3B,-1.381271902,1,0,0,0,0,103,,0.672414,0.672414,0.611111,,0.76875,1204
7904,Q6ZQW0,IDO2,-1.966648231,1,0,0,0,80,244,9,0.786207,0.786207,0.997222,,0.985417,420
7905,P39900,MMP12,,0,1,0,0,63,447,,0.975862,0.975862,0.95,,,470
7906,O43869,OR2T1,,0,0,0,1,0,44,,,,0,,0,369
7907,Q7RTW8,OTOA,-1.314712135,1,0,0,0,2,58,,0.806897,0.806897,0.997222,,0.997917,1153
7908,O43868,SLC28A2,-1.87869792,0,1,0,0,8,122,,0.844828,0.844828,0.966667,0.968889,1,658
7909,Q6P387,C16orf46,0.77815125,0,0,0,1,0,37,1,0.862069,0.862069,0.966667,,0.833333,395
7910,P02656,APOC3,-2.93348027,1,0,0,0,32,267,19,0.503448,0.503448,1,,1,99
7911,P02655,APOC2,-2.510861692,1,0,0,0,0,22,3,0.710345,0.710345,1,0.992958,1,101
7912,P02654,APOC1,-2.397150311,1,0,0,0,18,274,,0.710345,0.710345,1,0.993243,0.997917,83
7913,P02652,APOA2,-2.811234583,1,0,0,0,63,420,21,0.558621,0.558621,1,,1,100
7914,Q8NBC4,C20orf203,,0,0,0,1,0,0,2,,,,,,194
7915,P27930,IL1R2,-1.924972313,1,0,0,0,150,457,38,0.913793,0.913793,0.842593,,0.975,398
7916,Q5TEA6,SEL1L2,,0,0,0,1,0,14,,,1,1,0.993827,1,688
7917,O43830,ZNF73,,0,0,0,1,0,0,,,,,,,326
7918,Q5TEA3,C20orf194,-0.124938737,0,0,0,1,0,48,,0.913793,0.913793,0.605556,0.85473,0.5625,1177
7919,O43837,IDH3B,-1.113339764,1,0,0,0,10,177,3,0.465517,0.465517,0.472222,0.2,0.470833,385
7920,Q7RTN6,STRADA,-1.511560974,1,0,0,0,9,237,1,0.844828,0.813793,0.6,0.296296,0.516667,431
7921,Q9BZQ4,NMNAT2,-1.540376402,1,0,0,0,38,111,,1,1,0.997222,0.972222,0.9625,307
7922,Q9BZQ2,SHCBP1L,-0.511883358,0,0,0,1,0,31,,0.882759,0.882759,1,0.967078,1,653
7923,Q9BZQ8,FAM129A,-1.076862858,1,0,0,0,2,159,,0.482759,0.482759,0.847222,0.695556,0.929167,928
7924,Q9BZQ6,EDEM3,-0.608394038,1,0,0,0,2,88,,0.806897,0.806897,0.544444,0.511111,0.585417,932
7925,Q8NB90,SPATA5,-2.184812894,1,0,0,0,3,33,,0.465517,0.465517,0.54321,0.493333,0.6875,893
7926,Q8NB91,FANCB,-2.330788218,1,0,0,0,27,96,,0.672414,0.672414,0.85,,0.975,859
7927,Q6P2M8,PNCK,-2.147534036,1,0,0,0,2,161,,0.844828,0.844828,0.95,0.344749,0.883333,343
7928,Q8NAX2,KDF1,-0.269772304,1,0,0,0,0,78,,,,0.766667,,0.885417,398
7929,Q7RTM1,OTOP1,-1.036254896,1,0,0,0,2,55,,,,0.988889,,0.9625,612
7930,O43847,NRDC,-1.706477681,1,0,0,0,0,88,,0.503448,,0.505556,,0.539583,1150
7931,Q9BZP3,LINC00470,,0,0,0,1,0,0,,,,,,,86
7932,Q9BZP6,CHIA,-2.689712502,0,1,0,0,9,164,12,1,1,0.997222,0.710046,0.997917,476
7933,C9J3V5,TEX22,0.698970004,0,0,0,1,0,3,,,,0.930556,1,1,150
7934,A8MQB3,C17orf51,1.240032538,0,0,0,1,0,14,,1,1,0.822222,0.502315,0.90625,221
7935,O43812,DUX1,,0,0,0,1,0,0,,0.882759,,,,,170
7936,O43815,STRN,-1.717003789,1,0,0,0,2,130,15,0.465517,0.465517,0.508333,0.383562,0.585417,780
7937,O43813,LANCL1,-1.082922537,1,0,0,0,20,73,8,0.465517,0.465517,0.688889,0.541096,0.733333,399
7938,O43819,SCO2,-2.190816163,1,0,0,0,3,117,,0.534483,0.534483,0.569444,0.598174,0.504167,266
7939,O43818,RRP9,-0.969704269,1,0,0,0,26,58,9,0.617241,0.617241,0.502778,,0.545833,475
7940,P0CH99,ZNF705D,,0,0,0,1,2,7,,0.975862,0.975862,1,,1,300
7941,P0CH98,FAM106CP,,0,0,0,1,0,0,,,,,,,169
7942,Q8NAV2,C8orf58,,0,0,0,1,0,44,,0.882759,0.882759,0.658333,,0.745833,365
7943,Q8NAV1,PRPF38A,-0.733732121,1,0,0,0,0,81,,0.62069,0.62069,0.538889,,0.539583,312
7944,O43823,AKAP8,-1.385308912,1,0,0,0,24,264,,0.558621,0.558621,0.486111,0.22973,0.641667,692
7945,O43822,C21orf2,-1.727102971,1,0,0,0,10,119,,0.596552,0.596552,0.597222,0.342466,0.489583,256
7946,Q9UQK1,PPP1R3C,-2.514393549,1,0,0,0,8,83,9,1,1,0.980556,,0.929167,317
7947,O43820,HYAL3,-0.927427388,1,0,0,0,7,126,2,,,0.980556,,0.90625,417
7948,O43827,ANGPTL7,-1.246754627,1,0,0,0,142,302,11,0.975862,0.975862,0.845679,,1,346
7949,O43826,SLC37A4,,0,1,0,0,0,0,,0.693103,0.693103,,,,429
7950,O43825,B3GALT2,-0.105915499,1,0,0,0,36,121,5,,,0.930556,,0.860417,422
7951,Q8NB78,KDM1B,-1.451102012,1,0,0,0,22,106,,0.913793,0.913793,0.675,,0.527083,822
7952,O43824,GTPBP6,-1.090354875,0,0,0,1,0,0,,,0.748276,,,,516
7953,B4DXR9,ZNF732,,0,0,0,1,0,6,,0.655172,0.655172,0.97619,,0.860417,585
7954,O43829,ZBTB14,-1.362887189,1,0,0,0,15,47,,0.913793,0.913793,0.536111,,0.527083,449
7955,Q712K3,UBE2R2,0.110031691,1,0,0,0,22,128,,0.558621,0.558621,0.502778,,0.491667,238
7956,Q7RTR0,NLRP9,-0.915138754,1,0,0,0,4,70,,0.9,0.9,0.997222,,0.847917,991
7957,Q9BZV1,UBXN6,-0.943384584,1,0,0,0,14,126,6,0.465517,0.465517,0.538889,0.376667,0.48125,441
7958,Q9BZV3,IMPG2,-1.076198183,1,0,0,0,3,31,,0.975862,0.975862,1,1,0.572917,1241
7959,Q9BZV2,SLC19A3,-1.839546176,1,0,0,0,8,85,,0.9,0.9,0.980556,0.68287,0.947917,496
7960,P03901,MT-ND4L,-1.943104292,0,0,1,0,0,57,,,,0.625,,0.560417,98
7961,Q7RTR8,TAS2R42,-0.09108047,0,0,0,1,0,19,,,,0,,0.9625,314
7962,P62280,RPS11,-1.422103851,1,0,0,0,9,148,5,0.465517,0.465517,0.569444,,0.683333,158
7963,P03905,MT-ND4,-3.039909932,0,0,1,0,0,9,,0.465517,,0.625,0.738739,0.5625,459
7964,A4FU69,EFCAB5,-0.186684332,0,0,0,1,0,26,,0.806897,0.786207,1,,1,1503
7965,Q7RTR2,NLRC3,,1,0,0,0,0,29,,0.862069,0.862069,0.947917,,0.975,1065
7966,P62277,RPS13,-2.643515219,1,0,0,0,2,169,48,0.465517,0.465517,0.491667,,0.658333,151
7967,P0DKB5,TPBGL,,0,0,0,1,0,0,,0.844828,0.844828,0.966667,,0.939583,382
7968,Q9UQD0,SCN8A,-2.548674192,0,0,1,0,52,156,,0.813793,0.813793,1,,0.939583,1980
7969,P0DKB6,MPC1L,,0,0,0,1,0,0,,0.596552,0.596552,1,,1,136
7970,P62273,RPS29,-1.112414654,1,0,0,0,8,43,,0.503448,0.503448,0.583333,0.376712,0.677083,56
7971,Q6ZR03,,,0,0,0,1,0,0,,,,,,,302
7972,Q6ZR08,DNAH12,-1.225361522,1,0,0,0,0,44,,1,0.724138,0.997222,0.993243,1,3092
7973,Q6P2P2,PRMT9,0.007299238,1,0,0,0,0,76,,0.882759,,0.663889,,0.660417,845
7974,Q6ZQQ2,SPATA31D1,,0,0,0,1,0,3,,0.882759,0.882759,1,,1,1576
7975,P03915,MT-ND5,-2.744329574,0,0,1,0,0,175,1,0.503448,,0.644444,,0.595833,603
7976,O43805,SSNA1,-1.875894714,1,0,0,0,8,51,,0.710345,0.710345,0.488889,,0.458333,119
7977,O43809,NUDT21,-1.56364109,1,0,0,0,51,119,1,0.465517,0.465517,0.536111,,0.539583,227
7978,O43808,SLC25A17,-2.149782145,1,0,0,0,5,79,,0.844828,0.844828,0.566667,0.686937,0.658333,307
7979,Q9UQE7,SMC3,-2.102088786,1,0,0,0,21,244,,0.482759,0.482759,0.538889,,0.65625,1217
7980,Q6P2Q9,PRPF8,-1.731661471,1,0,0,0,13,78,,0.482759,0.482759,0.516667,0.541667,0.63125,2335
7981,C9JUS6,ADM5,-1.798790291,0,0,0,1,0,2,,,,0.708333,,0.745833,153
7982,Q7RTP6,MICAL3,-0.76459388,1,0,0,0,6,20,,0.57931,0.465517,0.594444,,0.76875,2002
7983,Q9UQF0,ERVW-1,-3.650334016,1,0,0,0,19,184,,0.57931,0.57931,1,,1,538
7984,Q7RTP0,NIPA1,-1.41490457,1,0,0,0,2,20,,0.748276,0.710345,0.85,,0.860417,329
7985,Q5TEC3,ZNF697,0.602059991,0,0,0,1,2,85,,1,1,0.780556,,0.772917,545
7986,A4FU49,SH3D21,,0,0,0,1,0,42,,0.975862,0.975862,0.888889,0.322072,0.870833,640
7987,Q9UQF2,MAPK8IP1,-2.855432019,1,0,0,0,9,180,11,0.844828,0.844828,0.980556,,0.847917,711
7988,Q9BZS9,,,0,0,0,1,0,0,,,,,,,49
7989,C9J442,C22orf46,,0,0,0,1,0,10,,0.503448,0.503448,0.527778,,0.63125,243
7990,Q9BZS1,FOXP3,-3.800464219,1,0,0,0,674,1358,5,,,0.905556,0.945946,0.847917,431
7991,Q9UQG0,ERVK-11,,0,0,0,1,0,0,,,,,,,969
7992,Q6ZQN5,FOXI2,-0.778387727,1,0,0,0,2,70,,,,0.95,,0.947917,318
7993,Q71U36,TUBA1A,-1.587848693,0,1,0,0,154,312,4,0.465517,0.465517,0.905556,0.141553,0.825,451
7994,Q9BZR9,TRIM8,-1.506068039,1,0,0,0,2,118,,0.996552,0.996552,0.491667,0.555556,0.489583,551
7995,Q9BZR8,BCL2L14,-1.250613579,1,0,0,0,29,161,13,0.844828,0.844828,0.930556,0.925439,0.985417,327
7996,Q6ZQN7,SLCO4C1,-1.460318069,1,0,0,0,2,58,,0.913793,0.913793,0.997222,,0.929167,724
7997,Q9BZR6,RTN4R,-2.601997457,1,0,0,0,59,232,3,0.958621,0.958621,0.980556,,0.9625,473
7998,Q9H0E2,TOLLIP,-1.875437091,1,0,0,0,136,423,7,0.465517,0.465517,0.736111,0.493151,0.61875,274
7999,Q06141,REG3A,-2.617901873,1,0,0,0,37,321,3,0.937931,0.937931,0.997222,0.969178,1,175
8000,D6RBM5,USP17L23,,0,0,0,1,0,0,,,,0,,0,183
8001,Q9H0E3,SAP130,,0,0,0,1,2,120,,0.748276,0.727586,0.888889,,0.677083,1048
8002,A0MZ66,SHTN1,-1.031529707,0,0,0,1,2,23,1,0.482759,,0.888889,0.902027,0.883333,631
8003,Q6B0I6,KDM4D,-1.513270506,0,1,0,0,5,162,,0.937931,0.937931,1,0.803333,1,523
8004,Q56UQ5,,,0,0,0,1,0,0,,0.482759,,,,,140
8005,Q9H0D6,XRN2,-1.527924918,1,0,0,0,3,121,,0.482759,0.482759,0.522222,0.058685,0.658333,950
8006,Q9H0D2,ZNF541,0.84509804,0,0,0,1,0,94,,,0.9,1,1,0.997917,1346
8007,Q6NUP7,PPP4R4,0.244548639,0,0,0,1,1,29,1,0.813793,0.631034,0.966667,0.733108,0.870833,873
8008,Q06136,KDSR,-1.216459151,1,0,0,0,30,101,,0.503448,0.503448,0.519444,0.30787,0.539583,332
8009,O15409,FOXP2,-2.526442965,1,0,0,0,71,340,12,0.937931,0.937931,0.813889,0.664352,0.916667,715
8010,Q9H0C8,ILKAP,-0.788521647,1,0,0,0,12,232,,0.534483,0.534483,0.475,,0.491667,392
8011,O15400,STX7,-1.286584646,1,0,0,0,8,108,35,0.465517,0.465517,0.566667,0.739726,0.572917,261
8012,O15405,TOX3,-1.644808713,1,0,0,0,65,156,,0.710345,0.710345,0.875,0.855556,0.8875,576
8013,Q9H0C3,TMEM117,-0.124938737,1,0,0,0,0,76,,,,0.602778,,0.641667,514
8014,O15403,SLC16A6,-0.741369924,0,0,0,1,0,28,,1,1,0.958333,,0.791667,523
8015,Q9H0C5,BTBD1,-0.405118597,1,0,0,0,20,134,9,0.503448,0.503448,0.538889,0.703704,0.527083,482
8016,Q9H0C2,SLC25A31,-1.46264755,1,0,0,0,2,121,,0.465517,0.465517,1,,1,315
8017,Q6NUM6,TYW1B,,0,0,0,1,0,0,,,0.748276,,,,668
8018,Q9H0C1,ZMYND12,,0,0,0,1,3,40,,1,0.996552,0.997222,,1,365
8019,Q06124,PTPN11,-3.110323005,0,1,0,0,149,1077,2,0.465517,0.465517,0.491667,0.223958,0.585417,597
8020,Q6NUM9,RETSAT,-0.769183846,1,0,0,0,2,14,,0.52069,0.52069,0.827778,,0.7,610
8021,A0AVT1,UBA6,-0.840444657,0,1,0,0,21,173,,0.465517,0.465517,0.513889,,0.63125,1052
8022,Q9H0B6,KLC2,-0.718415996,1,0,0,0,2,153,1,0.482759,0.465517,0.75,0.312785,0.90625,622
8023,Q9H0B8,CRISPLD2,-1.13460225,1,0,0,0,2,88,,0.862069,0.862069,0.875,0.547297,0.833333,497
8024,Q9H0B3,IQCN,0,0,0,0,1,2,18,48,0.862069,,1,0.991342,0.975,1180
8025,O15417,TNRC18,0.954242509,0,0,0,1,0,20,,0.52069,0.52069,0.55,,0.6875,2968
8026,Q6NUN9,ZNF746,-0.531230014,1,0,0,0,4,34,,0.996552,0.996552,0.577778,0.80787,0.572917,644
8027,Q6NUN7,JHY,,0,0,0,1,0,6,,0.937931,,0.980556,1,0.975,778
8028,O15431,SLC31A1,-1.986280747,1,0,0,0,36,136,,0.806897,0.806897,0.6,0.655405,0.766667,190
8029,Q07444,KLRC3,-1.004600222,0,0,0,1,16,42,,,,0.980556,0.975352,0.860417,240
8030,Q9H0A9,SPATC1L,0.007299238,0,0,0,1,11,130,,0.882759,0.882759,0.82716,0.964912,0.733333,340
8031,Q9H0A6,RNF32,-0.505149978,0,0,0,1,4,62,,0.913793,0.913793,1,1,1,362
8032,Q6NUN0,ACSM5,-0.531022484,0,0,0,1,16,45,14,0.913793,0.913793,0.980556,,0.997917,579
8033,Q9H0A8,COMMD4,-0.018405065,0,0,0,1,3,69,9,0.482759,0.482759,0.488889,,0.504167,199
8034,O15427,SLC16A3,-1.331477386,0,1,0,0,0,161,1,0.558621,0.558621,0.797222,0.305556,0.947917,465
8035,O15428,PIN1P1,-2.44421655,0,0,0,1,0,0,,,,,,,100
8036,Q4VXU2,PABPC1L,-1.227917294,0,0,0,1,0,32,,0.465517,0.465517,0.611111,,0.802083,614
8037,Q9H0A3,TMEM191A,,0,0,0,1,0,0,,,,,,,160
8038,Q9H0I2,ENKD1,,0,0,0,1,0,87,,,,0.716667,0.594595,0.745833,346
8039,Q9H0I3,CCDC113,0.903089987,0,0,0,1,2,63,1,1,1,0.966667,,0.833333,377
8040,Q6NUS8,UGT3A1,-0.356241057,0,0,0,1,3,37,,0.844828,0.806897,0.997222,,0.985417,523
8041,Q5MY95,ENTPD8,-1.645430416,1,0,0,0,2,116,,1,1,0.95,0.963964,0.9625,495
8042,D6RBQ6,USP17L17,,0,0,0,1,0,3,,0.913793,0.913793,0,,0,530
8043,P61581,ERVK-24,,0,0,0,1,0,0,,,,,,,75
8044,P61580,ERVK-10,,0,0,0,1,0,0,,,,,,,75
8045,P61583,ERVK-5,,0,0,0,1,0,0,,,,,,,75
8046,P61582,ERVK-7,,0,0,0,1,0,0,,,,,,,75
8047,Q6NUS6,TCTN3,-0.12166925,0,0,0,1,0,132,13,0.996552,0.975862,0.752778,0.778539,0.641667,607
8048,P61587,RND3,-2.076152638,1,0,0,0,42,146,,0.958621,0.958621,0.811111,,0.791667,244
8049,P61586,RHOA,-3.540954483,1,0,0,0,201,501,11,0.465517,0.465517,0.508333,0.440141,0.677083,193
8050,Q9H0H9,CYP4F30P,,0,0,0,1,0,0,,,,,,,118
8051,Q9H0H5,RACGAP1,-1.694450018,1,0,0,0,36,382,7,0.786207,0.786207,0.847222,0.7875,0.939583,632
8052,Q9H0H0,INTS2,-0.0211893,0,0,0,1,0,43,,0.57931,0.57931,0.530556,,0.61875,1204
8053,Q9H0H3,KLHL25,-0.410777238,0,0,0,1,53,201,,0.996552,0.996552,0.775,0.484848,0.60625,589
8054,Q5M775,SPECC1,-1.9609406,1,0,0,0,0,157,,0.482759,0.482759,0.780556,0.493151,0.71875,1068
8055,Q08752,PPID,-1.728247119,0,1,0,0,12,229,1,0.482759,0.482759,0.472222,0.646119,0.48125,370
8056,P59282,TPPP2,-0.389166079,1,0,0,0,0,29,1,0.9,0.9,1,0.959459,1,170
8057,Q5C9Z4,NOM1,-1.328093366,0,0,0,1,0,38,,0.693103,0.693103,0.483333,0.645833,0.641667,860
8058,Q6ZXV5,TMTC3,-0.148191199,0,0,0,1,2,14,,0.52069,0.52069,0.563889,0.625571,0.65625,915
8059,P61599,NAA20,-1.148227959,1,0,0,0,23,92,,0.727586,0.727586,0.491667,,0.48125,178
8060,Q6NUT2,DPY19L2,-1.831821136,1,0,0,0,2,96,1,0.882759,0.882759,1,,0.802083,758
8061,Q6NUT3,MFSD12,0,0,0,0,1,0,52,,0.672414,0.672414,0.619444,,0.491667,480
8062,Q9H0G5,NSRP1,-0.815134829,1,0,0,0,0,84,,0.813793,0.813793,0.505556,0.231111,0.516667,558
8063,Q6B0K9,HBM,-2.104714505,0,0,0,1,0,17,20,0.9,0.9,1,,0.997917,141
8064,P84243,H3F3B,-2.149982078,1,0,0,0,113,458,1,0.465517,0.465517,0.752778,0.031532,0.63125,136
8065,Q6NUQ4,TMEM214,0.176091259,0,0,0,1,0,85,,0.596552,0.596552,0.522222,,0.63125,689
8066,Q6NUQ1,RINT1,-1.266052399,1,0,0,0,2,67,12,0.558621,0.558621,0.475,0.711712,0.604167,792
8067,Q9H0F7,ARL6,-0.582631437,1,0,0,0,3,86,2,0.727586,0.727586,0.797222,0.531963,0.61875,186
8068,Q9H0F6,SHARPIN,-1.343814852,1,0,0,0,8,127,27,0.768966,0.768966,0.491667,0.542254,0.6875,387
8069,Q9H0F5,RNF38,-0.364863546,0,0,0,1,1,75,,,,0.736111,0.577626,0.710417,515
8070,Q6NUR6,RNF216P1,,0,0,0,1,0,0,,,,,,,42
8071,Q9H0E9,BRD8,-0.691849185,1,0,0,0,26,117,,0.617241,0.617241,0.697222,0.50939,0.677083,1235
8072,Q9H0E7,USP44,-0.992992134,1,0,0,0,135,189,2,0.9,0.9,1,,0.975,712
8073,P50895,BCAM,-2.375359063,1,0,0,0,106,211,10,0.57931,0.57931,0.85,,0.870833,628
8074,Q8NHW4,CCL4L2,-2.658836623,1,0,0,0,22,67,,,,0.905556,,,92
8075,Q8NHW5,RPLP0P6,-1.645396632,0,0,0,1,0,0,,,,,,,317
8076,P50897,PPT1,-2.639664135,1,0,0,0,56,305,,0.465517,0.465517,0.583333,0.326484,0.547917,306
8077,Q8NHW3,MAFA,-1.360993592,1,0,0,0,20,195,,0.958621,0.958621,0.997222,,0.997917,353
8078,Q6IF82,OR4A47,,0,0,0,1,2,71,,,,0,,0,309
8079,Q8NI77,KIF18A,-1.46204749,1,0,0,0,0,88,,0.768966,0.768966,0.966667,0.3125,0.985417,898
8080,Q8NHV5,MOSMO,,0,0,0,1,0,0,,,,0.580556,,0.5625,167
8081,Q8NHV9,RHOXF1,-0.751499055,1,0,0,0,8,106,,0.975862,0.975862,1,0.993243,0.9625,184
8082,Q6IEV9,OR4C11,0.234083205,0,0,0,1,0,17,,,,0,,1,310
8083,P62877,RBX1,-1.942663735,1,0,0,0,16,260,9,0.482759,0.482759,0.469444,,0.48125,108
8084,P62879,GNB2,-0.467295268,1,0,0,0,8,112,16,0.465517,0.465517,0.508333,0.630631,0.516667,340
8085,P62873,GNB1,-1.221761972,1,0,0,0,1,165,3,0.465517,0.465517,0.522222,0.677928,0.527083,340
8086,P62875,POLR2L,-1.127928321,1,0,0,0,2,66,,0.62069,0.62069,0.458333,,0.491667,67
8087,A0AVI4,TMEM129,-0.340774506,1,0,0,0,0,1,,1,1,0.486111,,0.470833,362
8088,P23284,PPIB,-2.248660068,0,1,0,0,96,304,2,0.465517,0.465517,0.569444,0.50463,0.7,216
8089,A0AVI2,FER1L5,,0,0,0,1,0,11,,,0.482759,0.980556,,1,2057
8090,P49895,DIO1,-2.198578452,0,0,1,0,9,82,,0.975862,0.975862,0.980556,,0.985417,249
8091,P23280,CA6,-2.608313472,0,0,1,0,35,256,10,0.937931,0.937931,1,1,0.997917,308
8092,P36578,RPL4,-2.099038377,1,0,0,0,30,111,,0.465517,0.465517,0.613889,,0.658333,427
8093,P35247,SFTPD,-2.814877327,1,0,0,0,130,291,,0.996552,0.996552,1,0.991111,1,375
8094,P35244,RPA3,-1.859413087,1,0,0,0,84,171,,0.465517,0.465517,0.519444,0.074074,0.685417,121
8095,P36575,ARR3,-1.993243527,1,0,0,0,8,161,,0.862069,0.862069,0.868056,1,0.770833,388
8096,Q8NHV4,NEDD1,-1.40096944,1,0,0,0,42,159,,0.710345,0.710345,0.566667,0.205479,0.710417,660
8097,Q8NHV1,GIMAP7,-0.523963127,1,0,0,0,3,80,,0.482759,0.482759,0.872222,0.831081,0.929167,300
8098,P35249,RFC4,-1.176614465,1,0,0,0,40,195,13,0.655172,0.655172,0.6,0.42,0.75625,363
8099,O75096,LRP4,-2.055790822,1,0,0,0,134,225,1,0.882759,0.882759,0.966667,0.486486,0.860417,1905
8100,Q8NHU6,TDRD7,-1.129390293,1,0,0,0,3,73,,0.534483,0.534483,0.772222,0.536667,0.547917,1098
8101,P35250,RFC2,-1.365887146,1,0,0,0,119,293,,0.617241,0.596552,0.522222,0.467593,0.61875,354
8102,P61550,ERVS71-1,,0,0,0,1,0,0,,,,,,,626
8103,P35251,RFC1,-1.434587874,1,0,0,0,9,198,,0.693103,0.693103,0.502778,0.417808,0.527083,1148
8104,P48556,PSMD8,-1.436760929,1,0,0,0,10,100,3,0.465517,0.465517,0.475,0.495495,0.489583,350
8105,P62888,RPL30,-1.5842648,1,0,0,0,15,183,71,0.465517,0.465517,0.583333,0.497717,0.710417,115
8106,P49888,SULT1E1,-2.973785526,0,1,0,0,40,156,,0.862069,0.862069,0.966667,0.96,0.947917,294
8107,Q6B0B8,TIGD3,0.176091259,0,0,0,1,0,108,4,0.996552,0.996552,0.95,,0.947917,471
8108,P47224,RABIF,-0.124938737,1,0,0,0,28,64,23,0.534483,0.534483,0.561111,0.274306,0.710417,123
8109,P23276,KEL,-2.592894753,1,0,0,0,75,215,2,0.913793,0.913793,0.980556,,1,732
8110,P60228,EIF3E,-1.474659714,1,0,0,0,8,224,8,0.465517,0.465517,0.491667,0.478873,0.658333,445
8111,P48552,NRIP1,-2.213230837,1,0,0,0,13,155,,0.558621,0.558621,0.566667,0.292857,0.61875,1158
8112,P48553,TRAPPC10,-1.335312999,1,0,0,0,44,95,2,0.596552,0.596552,0.536111,0.577465,0.504167,1259
8113,P48551,IFNAR2,-1.933105205,0,0,1,0,56,268,1,0.996552,0.996552,0.611111,,0.825,515
8114,P35236,PTPN7,-1.527511521,0,1,0,0,37,222,,0.786207,0.786207,0.930556,0.806306,0.939583,360
8115,Q719H9,KCTD1,-2.273757875,1,0,0,0,0,83,,0.710345,0.710345,0.827778,,0.825,257
8116,Q8NHU2,CFAP61,0.477121255,0,0,0,1,0,43,,0.693103,,0.980556,,0.985417,1237
8117,Q6P9H4,CNKSR3,0.477121255,1,0,0,0,35,116,5,0.937931,0.937931,0.688889,0.488739,0.710417,555
8118,Q6IF63,OR52W1,,0,0,0,1,2,43,1,,,1,,0.939583,320
8119,Q6P9H5,GIMAP6,-0.49019267,1,0,0,0,4,62,,0.655172,0.655172,0.797222,,0.929167,292
8120,Q8NHU3,SGMS2,-1.459241949,0,1,0,0,9,204,,,,0.827778,0.396135,0.733333,365
8121,Q8NHU0,CT45A3,0.477121255,0,0,0,1,1,35,,0.9,0.9,1,0.974684,,189
8122,Q8NI60,COQ8A,-1.572559335,1,0,0,0,84,240,2,0.52069,,0.980556,,0.9625,647
8123,P35237,SERPINB6,-2.702040437,1,0,0,0,51,169,2,0.465517,0.465517,0.544444,0.292857,0.660417,376
8124,P62891,RPL39,-1.047486912,1,0,0,0,4,123,,0.52069,0.52069,0.569444,,0.71875,51
8125,O75094,SLIT3,-2.18324978,1,0,0,0,32,142,2,0.727586,0.727586,0.813889,0.576667,0.870833,1523
8126,O75095,MEGF6,-0.120782776,0,0,0,1,0,14,,0.768966,0.768966,0.95,,0.929167,1541
8127,P11274,BCR,-2.996052883,0,0,1,0,42,437,,0.503448,0.503448,0.547222,0.481221,0.5625,1271
8128,O75093,SLIT1,-1.71027485,1,0,0,0,3,121,2,0.786207,0.786207,1,,0.90625,1534
8129,P35243,RCVRN,-2.437778532,1,0,0,0,101,355,3,0.996552,0.996552,0.979167,0.98374,0.802083,200
8130,Q6P9G9,ZNF449,0.062147905,0,0,0,1,17,116,,0.672414,0.672414,0.536111,,0.660417,518
8131,P35241,RDX,-2.478444828,1,0,0,0,46,333,,0.465517,0.465517,0.752778,0.833333,0.61875,583
8132,P35240,NF2,-3.173012195,1,0,0,0,26,457,4,0.465517,0.465517,0.716667,0.22973,0.527083,595
8133,P62899,RPL31,-1.291482733,1,0,0,0,2,112,,0.465517,0.465517,0.522222,0.358108,0.6875,125
8134,P61567,ERVK-7,,0,0,0,1,0,0,,,,,,,588
8135,P48546,GIPR,-1.816254828,0,1,0,0,74,347,1,0.975862,0.975862,0.905556,,0.883333,466
8136,P61566,ERVK-24,,0,0,0,1,0,0,,,,,,,588
8137,P61565,ERVK-21,,0,0,0,1,0,0,,,,,,,698
8138,P48544,KCNJ5,-2.298469143,0,1,0,0,7,120,12,0.882759,0.882759,0.997222,0.637387,0.975,419
8139,P48549,KCNJ3,-2.344316157,0,1,0,0,74,267,,0.958621,0.958621,0.905556,,0.985417,501
8140,P48547,KCNC1,-2.461628632,0,0,1,0,63,308,,0.958621,0.958621,1,0.958904,0.997917,511
8141,P23246,SFPQ,-1.716063854,1,0,0,0,65,221,16,0.465517,0.465517,0.538889,0.042222,0.629167,707
8142,P61568,ERVK11-1,,0,0,0,1,0,0,,,,,,,191
8143,P24592,IGFBP6,-2.078697538,0,1,0,0,58,254,5,0.813793,0.813793,0.919444,,0.883333,240
8144,A0AVK6,E2F8,-1.368312972,1,0,0,0,22,147,1,0.913793,0.913793,0.811111,,0.947917,867
8145,P24593,IGFBP5,-2.527212844,0,1,0,0,66,278,,0.727586,0.727586,0.95,,0.883333,272
8146,Q719I0,AHSA2P,-0.054357663,0,0,0,1,4,76,,,,0.580556,0.436937,0.654167,299
8147,P47211,GALR1,-2.054733837,0,1,0,0,1,255,1,,,0.997222,,0.985417,349
8148,Q06190,PPP2R3A,-1.209578164,1,0,0,0,1,167,10,0.958621,0.813793,0.905556,,0.835417,1150
8149,P35225,IL13,-3.318614022,1,0,0,0,372,841,1,,,1,,1,146
8150,P11279,LAMP1,-2.986888792,1,0,0,0,575,959,17,0.465517,0.465517,0.491667,0.089041,0.677083,417
8151,O75078,ADAM11,-0.831515451,1,0,0,0,13,103,1,0.996552,0.996552,0.997222,0.965753,0.975,769
8152,P35222,CTNNB1,-3.999479159,0,1,0,0,1037,3058,4,,0.503448,,,,781
