pharos_index,AccessionKeys,Gene_Name,novelty,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len,idgTDL
10459,P35626,GRK3,-1.6215677569999998,9.0,309.0,1.0,0.5965520000000001,,0.825,,0.777083,688,Tchem
10460,P36957,DLST,-1.767752486,24.0,129.0,,0.465517,0.465517,0.491667,0.36956500000000003,0.572917,453,Tbio
10461,Q5JTC6,AMER1,-2.7417818919999997,8.0,84.0,,0.786207,0.786207,0.6234569999999999,0.253333,0.6875,1135,Tbio
10462,P0C024,NUDT7,-0.725674795,0.0,23.0,,0.958621,0.958621,0.566667,0.544601,0.527083,238,Tdark
10463,P36952,SERPINB5,-3.0457574910000003,54.0,385.0,13.0,0.9,0.9,0.9972219999999999,0.774775,0.985417,375,Tbio
10464,P11678,EPX,-2.73913234,87.0,186.0,,0.52069,0.52069,1.0,1.0,1.0,715,Tbio
10465,O75596,CLEC3A,-0.273903505,0.0,0.0,39.0,0.9,0.9,0.980556,,0.939583,197,Tdark
10466,O75593,FOXH1,-2.2021946,2.0,185.0,1.0,0.996552,0.996552,0.9131940000000001,,0.90625,365,Tbio
10467,P35625,TIMP3,-2.7615749960000002,86.0,503.0,,0.693103,0.693103,0.8444440000000001,,0.835417,211,Tbio
10468,P36956,SREBF1,-3.120749248,100.0,429.0,2.0,0.748276,0.748276,0.7,,0.71875,1147,Tbio
10469,P36955,SERPINF1,-2.122558965,140.0,423.0,4.0,0.52069,0.52069,0.8444440000000001,0.631757,0.825,418,Tbio
10470,O75594,PGLYRP1,-2.362138178,53.0,249.0,2.0,0.882759,0.882759,1.0,0.9722219999999999,0.997917,196,Tbio
10471,P36954,POLR2I,-1.295602795,15.0,135.0,,0.727586,0.727586,0.5638890000000001,,0.516667,125,Tbio
10472,O75592,MYCBP2,-2.779238346,0.0,32.0,,0.52069,0.52069,0.622222,,0.63125,4640,Tbio
10473,Q9H4Z3,PCIF1,-0.7558748470000001,3.0,51.0,,0.627586,0.627586,0.508333,0.387324,0.604167,704,Tbio
10474,Q9H4Z2,ZNF335,-1.17336247,0.0,83.0,,0.937931,0.937931,0.541667,,0.63125,1342,Tbio
10475,P61970,NUTF2,-2.624032943,24.0,97.0,,0.465517,0.465517,0.491667,0.619369,0.48125,127,Tbio
10476,Q96AH8,RAB7B,,29.0,110.0,5.0,0.9758620000000001,0.9758620000000001,0.9027780000000001,,,199,Tbio
10477,P0C025,NUDT17,0.024343649,0.0,28.0,,0.844828,0.844828,0.5895060000000001,0.45205500000000004,0.527083,328,Tdark
10478,P08034,GJB1,-2.931146506,134.0,295.0,,0.958621,0.958621,0.9055559999999999,,0.975,283,Tbio
10479,Q5JTD0,TJAP1,-1.911785214,8.0,120.0,,0.655172,0.655172,0.48611099999999996,0.553333,0.54375,557,Tbio
10480,P61978,HNRNPK,-2.477231145,118.0,427.0,5.0,0.465517,0.465517,0.508333,0.026667000000000003,0.504167,463,Tbio
10481,Q5VWK0,NBPF6,0.0,0.0,26.0,,0.624138,0.624138,1.0,,0.985417,638,Tdark
10482,Q96AP4,ZUFSP,-0.660573623,3.0,92.0,,0.558621,0.558621,0.527778,,0.604167,578,Tdark
10483,Q5VWK5,IL23R,-2.1072327619999998,170.0,383.0,1.0,0.503448,0.503448,0.95,,0.975,629,Tbio
10484,Q96AP0,ACD,-2.429986241,58.0,205.0,5.0,0.813793,0.813793,0.5805560000000001,0.572072,0.710417,544,Tbio
10485,O75586,MED6,-0.982199431,18.0,215.0,,0.9137930000000001,0.9137930000000001,0.491667,0.4375,0.527083,246,Tbio
10486,Q2TAY7,SMU1,-1.96977078,9.0,67.0,1.0,0.465517,0.465517,0.5,0.574324,0.504167,513,Tbio
10487,O75582,RPS6KA5,-1.970036603,45.0,671.0,1.0,0.655172,0.655172,0.616667,0.48356800000000005,0.641667,802,Tchem
10488,Q96B18,DACT3,-1.75582039,44.0,151.0,5.0,0.937931,0.937931,0.9055559999999999,0.858447,0.870833,629,Tbio
10489,O75581,LRP6,-2.447784562,47.0,424.0,9.0,0.710345,0.710345,0.722222,0.45486099999999996,0.7,1613,Tbio
10490,P10398,ARAF,-2.466151712,115.0,465.0,1.0,0.503448,0.503448,0.47222200000000003,0.43018,0.604167,606,Tchem
10491,Q96AP7,ESAM,-2.680821044,77.0,299.0,5.0,0.534483,0.534483,0.95,,0.8875,390,Tbio
10492,Q96B01,RAD51AP1,-1.028367907,4.0,136.0,6.0,1.0,1.0,0.825,,0.985417,352,Tbio
10493,P61916,NPC2,-2.271681937,10.0,172.0,5.0,0.465517,0.465517,1.0,0.671233,0.677083,151,Tbio
10494,Q96B02,UBE2W,-1.057056022,12.0,108.0,24.0,,0.958621,0.508333,,0.48125,151,Tbio
10495,Q2TB90,HKDC1,-0.766180324,11.0,104.0,,0.465517,0.465517,0.980556,0.853333,0.985417,917,Tbio
10496,O75578,ITGA10,-0.868014938,3.0,15.0,,0.844828,0.844828,0.775,,0.985417,1167,Tbio
10497,P22392,NME1-NME2,-2.8500269169999997,18.0,85.0,,0.465517,0.465517,0.47222200000000003,0.49549499999999996,0.63125,152,Tbio
10498,O75575,CRCP,-1.952104321,1.0,37.0,1.0,0.9,0.8620690000000001,0.508333,0.547297,0.470833,148,Tbio
10499,Q1ZZU3,SWI5,-1.322662193,0.0,21.0,,0.996552,0.996552,0.8138890000000001,0.232877,0.870833,235,Tdark
10500,O75570,MTRF1,-0.867060416,9.0,99.0,20.0,0.958621,0.958621,0.49444399999999994,,0.585417,445,Tbio
10501,Q5JTJ3,COA6,-0.795880017,2.0,59.0,,0.503448,0.503448,0.469444,0.49774799999999997,0.516667,125,Tbio
10502,P33032,MC5R,-1.894465632,21.0,265.0,,,,1.0,0.966216,0.985417,325,Tchem
10503,A7E2S9,ANKRD30BL,0.477121255,0.0,0.0,,,,1.0,,1.0,258,Tdark
10504,P48995,TRPC1,-2.5258857630000002,14.0,162.0,,0.627586,0.627586,0.777778,0.32222199999999995,0.75625,793,Tbio
10505,Q7Z5D8,NANOGNB,0.903089987,0.0,3.0,,,,0.966667,,1.0,188,Tdark
10506,P61927,RPL37,-1.432805127,2.0,108.0,69.0,0.5965520000000001,0.5965520000000001,0.613889,,0.604167,97,Tbio
10507,P61925,PKIA,-1.270578032,5.0,34.0,,0.9,0.9,0.9618059999999999,,0.916667,76,Tbio
10508,P22362,CCL1,-2.4761586230000003,55.0,223.0,1.0,,,1.0,,0.975,96,Tbio
10509,O75569,PRKRA,-1.51727473,46.0,299.0,,0.482759,0.482759,0.491667,0.754505,0.504167,313,Tbio
10510,Q5VWI1,TCERG1L,-0.487906251,2.0,62.0,,0.748276,0.748276,1.0,,0.929167,586,Tbio
10511,Q0WX57,USP17L30,-0.319072536,0.0,19.0,,0.9137930000000001,0.9137930000000001,0.0,,0.0,530,Tbio
10512,O75564,JRK,,0.0,0.0,,,0.958621,,,,520,Tbio
10513,O75563,SKAP2,-2.764471553,0.0,170.0,,0.52069,0.52069,0.6,0.9041100000000001,0.733333,359,Tbio
10514,Q96AN5,TMEM143,0.301029996,0.0,40.0,,0.810345,0.810345,0.95,,0.61875,459,Tdark
10515,P35680,HNF1B,-2.6351002080000003,163.0,403.0,,0.9758620000000001,0.9758620000000001,0.841667,0.872685,,557,Tbio
10516,C9JLJ4,USP17L13,,0.0,3.0,,0.9137930000000001,0.9137930000000001,0.0,,0.0,530,Tdark
10517,P08069,IGF1R,-3.371682607,542.0,1686.0,,0.534483,0.534483,0.691667,,0.6875,1367,Tclin
10518,P22352,GPX3,-2.682707804,19.0,196.0,,0.57931,0.57931,0.980556,,0.929167,226,Tbio
10519,P61923,COPZ1,-1.619299729,1.0,151.0,10.0,0.465517,0.465517,0.491667,,0.470833,177,Tbio
10520,P60606,CTXN1,-1.16731734,0.0,19.0,,1.0,1.0,0.966667,,0.929167,82,Tdark
10521,Q96AM1,MRGPRF,-0.487703734,21.0,184.0,,0.6724140000000001,0.6724140000000001,0.8888889999999999,0.7391300000000001,0.870833,343,Tdark
10522,P60604,UBE2G2,-1.206067131,151.0,270.0,,0.624138,0.5965520000000001,0.491667,0.6058560000000001,0.48125,165,Tbio
10523,Q2TAZ0,ATG2A,-0.6923012390000001,0.0,80.0,,0.631034,0.631034,0.683333,,0.641667,1938,Tbio
10524,O75558,STX11,-1.614837004,10.0,136.0,43.0,0.655172,0.655172,0.966667,0.45098,0.929167,287,Tbio
10525,O75556,SCGB2A1,-2.307569075,6.0,143.0,57.0,,,0.9972219999999999,0.9444440000000001,0.939583,95,Tbio
10526,P60608,ERVFC1-1,,0.0,0.0,,,,,,,527,Tdark
10527,O75553,DAB1,-0.360151444,13.0,395.0,1.0,0.958621,0.958621,0.95,0.9422219999999999,0.947917,588,Tbio
10528,O75554,WBP4,-0.836302352,0.0,36.0,2.0,0.813793,0.813793,0.488889,0.19248800000000002,0.504167,376,Tbio
10529,P35663,CYLC1,-2.200905621,15.0,29.0,,0.996552,0.996552,1.0,0.993333,1.0,651,Tdark
10530,Q5QGZ9,CLEC12A,-1.38655694,45.0,233.0,23.0,1.0,1.0,0.95,0.981982,0.985417,265,Tbio
10531,A7E2U8,C4orf47,0.903089987,0.0,17.0,3.0,0.768966,0.768966,0.980556,,0.9625,309,Tdark
10532,P35670,ATP7B,-2.9094950589999997,130.0,355.0,,0.958621,0.958621,0.9055559999999999,0.515766,0.90625,1465,Tbio
10533,Q5JTH9,RRP12,-0.79314154,2.0,31.0,,0.52069,0.52069,0.8611110000000001,,0.527083,1297,Tbio
10534,Q7Z5B4,RIC3,-1.4298746269999998,2.0,67.0,15.0,1.0,1.0,0.791667,0.223744,0.791667,369,Tbio
10535,P60602,ROMO1,-1.5915680380000001,57.0,80.0,1.0,0.52069,0.52069,0.47222200000000003,,0.470833,79,Tbio
10536,Q5VWJ9,SNX30,,0.0,80.0,,0.534483,0.534483,0.736111,,0.60625,437,Tdark
10537,Q9H568,ACTL8,-0.553276046,3.0,115.0,,0.958621,0.958621,1.0,,1.0,366,Tdark
10538,O75541,ZNF821,-0.079181248,3.0,63.0,,,,0.925926,0.845992,0.883333,412,Tdark
10539,Q7Z589,EMSY,-1.4649754030000002,21.0,115.0,,0.617241,,0.5194439999999999,0.314286,0.654167,1322,Tbio
10540,P12931,SRC,-4.002919565,287.0,1455.0,4.0,0.482759,0.482759,0.691667,0.743243,0.733333,536,Tclin
10541,Q7Z591,AKNA,-1.119600785,0.0,25.0,,0.806897,0.806897,0.85,,0.929167,1439,Tbio
10542,Q05329,GAD2,-3.030467608,94.0,459.0,1.0,0.786207,0.786207,1.0,0.945946,0.916667,585,Tbio
10543,Q9H560,ANKRD19P,,0.0,0.0,,,,,,,264,Tdark
10544,Q96AC6,KIFC2,-0.685954882,3.0,58.0,,0.844828,0.844828,0.95,0.6575340000000001,0.90625,838,Tbio
10545,A7E2V4,ZSWIM8,,0.0,3.0,,0.727586,0.727586,0.508333,0.190972,0.61875,1837,Tdark
10546,Q96AC1,FERMT2,-1.8894318369999998,75.0,180.0,1.0,0.465517,0.465517,0.8138890000000001,,0.814583,680,Tbio
10547,Q92572,AP3S1,-0.6351485170000001,2.0,117.0,14.0,0.465517,0.465517,0.5222220000000001,,0.5625,193,Tbio
10548,Q92570,NR4A3,-2.0275199130000003,88.0,289.0,,0.9758620000000001,0.9758620000000001,0.85,,0.883333,626,Tbio
10549,Q92576,PHF3,-1.023807533,0.0,59.0,,0.693103,0.693103,0.5194439999999999,0.593607,0.658333,2039,Tbio
10550,Q92575,UBXN4,-0.402261387,2.0,49.0,6.0,0.465517,0.465517,0.488889,0.268519,0.516667,508,Tdark
10551,Q2TAM9,TUSC1,-0.7359535690000001,3.0,92.0,,,,0.6,0.503571,0.572917,212,Tbio
10552,Q92574,TSC1,-2.254505177,171.0,1622.0,1.0,0.617241,0.617241,0.508333,0.328829,0.585417,1164,Tbio
10553,O75533,SF3B1,-1.627280896,15.0,189.0,,0.465517,0.465517,0.5388890000000001,0.406667,0.660417,1304,Tbio
10554,O75534,CSDE1,-1.387007944,3.0,135.0,,0.465517,0.465517,0.491667,0.5022220000000001,0.60625,798,Tbio
10555,O75531,BANF1,-2.8900773930000003,36.0,207.0,,0.465517,0.465517,0.475,0.44444399999999995,0.470833,89,Tbio
10556,O75530,EED,-2.2345020680000003,69.0,278.0,2.0,0.844828,0.844828,0.547222,0.593333,0.677083,441,Tchem
10557,Q9H553,ALG2,-1.270161038,28.0,151.0,,0.52069,0.52069,0.566667,0.730594,0.60625,416,Tbio
10558,Q9H4T2,ZSCAN16,-0.621365155,7.0,147.0,,0.9758620000000001,0.9758620000000001,0.569444,0.216216,0.63125,348,Tdark
10559,Q96AB3,ISOC2,-0.159700844,3.0,70.0,15.0,0.465517,0.465517,0.491667,0.199074,0.48125,205,Tbio
10560,P24928,POLR2A,-2.400279546,221.0,437.0,,0.482759,0.482759,0.536111,0.224444,0.641667,1970,Tbio
10561,Q7Z4W2,LYZL2,0.19457466399999998,2.0,25.0,54.0,1.0,1.0,1.0,,1.0,148,Tdark
10562,Q96AB6,NTAN1,-2.2284154590000003,10.0,67.0,1.0,0.768966,0.768966,0.505556,,0.54375,310,Tbio
10563,Q7Z4W1,DCXR,-3.1374452710000003,65.0,238.0,,0.465517,0.465517,0.966667,0.639269,0.975,244,Tbio
10564,Q05315,CLC,-2.193514092,34.0,193.0,,0.810345,0.810345,0.9972219999999999,0.9594590000000001,1.0,142,Tbio
10565,Q92562,FIG4,-2.400828969,93.0,177.0,3.0,0.627586,0.627586,0.530556,0.21990700000000002,0.516667,907,Tbio
10566,Q7Z4W3,KRTAP19-3,0.079181246,0.0,0.0,,,,0.0,,1.0,81,Tdark
10567,Q92561,PHYHIP,-0.468769174,3.0,91.0,5.0,0.768966,0.768966,0.9972219999999999,0.8,0.916667,330,Tdark
10568,Q92560,BAP1,-2.138193867,93.0,304.0,15.0,0.937931,0.937931,0.541667,0.363333,0.541667,729,Tbio
10569,Q2TAL5,SMTNL2,0.003634284,4.0,62.0,12.0,0.9,0.9,0.9972219999999999,,1.0,461,Tdark
10570,Q2TAL6,VWC2,-0.41284705200000005,9.0,41.0,4.0,,,0.980556,0.713615,0.985417,325,Tdark
10571,Q92565,RAPGEF5,-1.6267723280000002,4.0,179.0,21.0,0.996552,0.996552,1.0,,0.929167,580,Tbio
10572,Q2TAL8,QRICH1,-0.045757491,3.0,18.0,,0.503448,0.503448,0.5222220000000001,0.232877,0.63125,776,Tdark
10573,Q92564,DCUN1D4,,2.0,80.0,2.0,0.810345,0.810345,0.566667,,0.527083,292,Tdark
10574,Q92563,SPOCK2,-0.874191396,5.0,57.0,,0.5965520000000001,0.5965520000000001,0.9055559999999999,0.571759,0.885417,424,Tbio
10575,Q92569,PIK3R3,-1.572139806,14.0,155.0,7.0,0.52069,0.52069,0.719444,0.488426,0.885417,461,Tbio
10576,Q92567,FAM168A,-0.9066941190000001,2.0,35.0,,0.958621,0.958621,0.8444440000000001,0.8835620000000001,0.654167,244,Tbio
10577,O75528,TADA3,-2.536936095,20.0,193.0,22.0,0.768966,0.768966,0.505556,0.472603,0.48125,432,Tbio
10578,O75529,TAF5L,-0.104271114,22.0,161.0,5.0,0.937931,0.937931,0.505556,,0.63125,589,Tbio
10579,Q6X4W1,NSMF,-0.742986837,0.0,122.0,4.0,0.813793,0.813793,0.966667,0.48067600000000005,0.883333,530,Tbio
10580,O75526,RBMXL2,-0.592123858,27.0,56.0,,0.465517,0.465517,1.0,0.9625,1.0,392,Tbio
10581,O75525,KHDRBS3,-2.301481897,2.0,137.0,,0.482759,0.482759,0.9972219999999999,0.512821,0.916667,346,Tbio
10582,Q06643,LTB,-2.153849142,28.0,136.0,1.0,,,0.966667,0.922535,0.997917,244,Tbio
10583,A7E2Y1,MYH7B,-1.186549052,1.0,17.0,9.0,,0.465517,0.9972219999999999,,0.975,1941,Tbio
10584,O75521,ECI2,-1.4278297569999998,21.0,174.0,,0.465517,0.465517,0.6444439999999999,0.711712,0.489583,394,Tbio
10585,Q7Z4U5,C6orf201,,0.0,43.0,,,,1.0,,1.0,140,Tdark
10586,Q674X7,KAZN,-1.2470885870000001,3.0,89.0,1.0,0.9137930000000001,0.882759,0.9305559999999999,0.635556,0.9625,775,Tbio
10587,Q07973,CYP24A1,-2.914602378,27.0,228.0,,0.958621,0.958621,0.95,0.9953700000000001,0.975,514,Tchem
10588,Q7Z569,BRAP,-1.275270243,11.0,113.0,,0.5965520000000001,0.5965520000000001,0.9972219999999999,0.424883,0.791667,592,Tbio
10589,Q9H4S2,GSX1,-1.6675591159999998,0.0,37.0,,0.844828,0.844828,1.0,,0.9625,264,Tdark
10590,Q96AA3,RFT1,,2.0,78.0,,0.5965520000000001,0.5965520000000001,0.502778,0.405405,0.595833,541,Tbio
10591,Q7Z4V0,ZNF438,-0.124938737,1.0,6.0,,0.727586,0.727586,0.516667,,0.71875,828,Tdark
10592,Q7Z570,ZNF804A,-2.02241219,2.0,24.0,,0.996552,0.996552,0.9055559999999999,,0.883333,1209,Tbio
10593,Q92551,IP6K1,-1.4998358680000001,22.0,148.0,,0.882759,0.8620690000000001,0.569444,0.538813,0.541667,441,Tbio
10594,Q7Z572,SPATA21,0.40576534700000005,0.0,54.0,,0.996552,0.996552,1.0,,1.0,469,Tdark
10595,Q7Z4V5,HDGFL2,-0.812913368,1.0,96.0,52.0,0.482759,,0.569444,0.054054,0.5625,671,Tbio
10596,P00966,ASS1,-2.30801283,108.0,322.0,2.0,0.558621,0.558621,0.980556,0.763889,0.916667,412,Tbio
10597,Q92552,MRPS27,-0.35218252200000005,127.0,234.0,18.0,0.482759,0.482759,0.491667,0.525,0.504167,414,Tbio
10598,Q6UN15,FIP1L1,-2.191298949,20.0,110.0,,0.57931,0.57931,0.536111,0.38964,0.595833,594,Tbio
10599,Q92558,WASF1,-3.075214332,55.0,216.0,,0.768966,0.768966,0.9972219999999999,0.44819799999999993,0.860417,559,Tbio
10600,Q96AA8,JAKMIP2,-0.169142402,2.0,165.0,,0.8620690000000001,0.8620690000000001,1.0,0.634259,0.847917,810,Tbio
10601,Q92556,ELMO1,-1.622417302,5.0,178.0,11.0,0.52069,0.465517,0.8888889999999999,,0.76875,727,Tbio
10602,Q76N32,CEP68,-0.21748394100000001,43.0,107.0,,0.8620690000000001,0.8620690000000001,0.583333,0.392019,0.61875,757,Tbio
10603,Q9H4R4,NCOR1P1,,0.0,0.0,,,,,,,102,Tdark
10604,Q7Z4T9,MAATS1,-0.25123253,45.0,75.0,,0.810345,0.810345,0.919444,,0.939583,603,Tdark
10605,Q7Z4T8,GALNTL5,-0.405118597,2.0,79.0,,,,1.0,0.962025,1.0,443,Tbio
10606,Q07960,ARHGAP1,-2.1174487109999998,3.0,149.0,,0.465517,0.465517,0.5805560000000001,0.399543,0.710417,439,Tbio
10607,Q5JSZ5,PRRC2B,-0.46311053399999996,2.0,22.0,2.0,0.655172,0.655172,0.5388890000000001,,0.516667,2229,Tdark
10608,Q92540,SMG7,-1.173285117,0.0,66.0,,0.882759,0.882759,0.5444439999999999,0.637778,0.54375,1137,Tbio
10609,P24903,CYP2F1,-1.533840575,1.0,68.0,,1.0,1.0,0.9972219999999999,,0.985417,491,Tbio
10610,Q07954,LRP1,-2.520116748,382.0,711.0,46.0,0.482759,0.482759,0.8444440000000001,0.77027,0.825,4544,Tbio
10611,Q07955,SRSF1,-2.91063898,45.0,223.0,,0.465517,0.465517,0.505556,0.084444,0.654167,248,Tbio
10612,Q92544,TM9SF4,-0.831443151,1.0,76.0,,0.465517,0.465517,0.5388890000000001,0.377315,0.489583,642,Tbio
10613,Q92543,SNX19,-0.542687144,2.0,70.0,,0.9137930000000001,0.9137930000000001,0.530556,,0.48125,992,Tbio
10614,Q92542,NCSTN,-2.1521972999999996,85.0,357.0,16.0,0.465517,0.465517,0.5222220000000001,0.630137,0.595833,709,Tbio
10615,Q92541,RTF1,-1.446822122,5.0,157.0,,0.57931,0.57931,0.508333,0.24285700000000002,0.504167,710,Tbio
10616,Q92547,TOPBP1,-2.04311874,22.0,230.0,,0.806897,0.806897,0.5805560000000001,0.03653,0.710417,1522,Tbio
10617,Q92546,RGP1,,0.0,87.0,1.0,0.958621,0.958621,0.536111,0.619369,0.48125,391,Tbio
10618,Q92545,TMEM131,-1.8283452040000001,0.0,16.0,,0.9137930000000001,0.9137930000000001,0.533333,0.621622,0.572917,1883,Tbio
10619,O75506,HSBP1,-0.979624255,10.0,68.0,,0.710345,0.710345,0.5388890000000001,,0.504167,76,Tbio
10620,P10319,HLA-B,-1.8875247030000002,0.0,0.0,,,,,,,362,Tbio
10621,O14593,RFXANK,-2.855354194,91.0,190.0,7.0,0.996552,0.996552,0.505556,0.36,0.489583,260,Tbio
10622,O75503,CLN5,-1.828233774,3.0,112.0,,0.748276,0.748276,0.691667,0.5,0.6625,358,Tbio
10623,P10316,HLA-A,-2.41666971,0.0,0.0,,,,,,,365,Tbio
10624,Q76N89,HECW1,-0.176435798,0.0,30.0,1.0,0.57931,0.57931,0.95,0.416667,0.9625,1606,Tdark
10625,O14595,CTDSP2,-1.751696844,51.0,199.0,17.0,0.937931,0.937931,0.508333,,0.677083,271,Tbio
10626,O14594,NCAN,-2.19768201,27.0,127.0,1.0,0.844828,0.844828,1.0,1.0,0.90625,1321,Tbio
10627,P35610,SOAT1,-2.143937862,3.0,129.0,1.0,0.748276,0.655172,0.9972219999999999,0.8544299999999999,0.947917,550,Tchem
10628,P36941,LTBR,-2.350926186,348.0,618.0,57.0,0.996552,0.996552,0.6,,0.7,435,Tbio
10629,P10314,HLA-A,-2.41666971,0.0,0.0,,,,,,,365,Tbio
10630,Q9H4Y5,GSTO2,-1.763427221,40.0,190.0,4.0,0.996552,0.996552,0.8111109999999999,0.598174,0.883333,243,Tbio
10631,P35613,BSG,-3.081419276,809.0,1225.0,73.0,0.465517,0.465517,0.541667,0.785388,0.48125,385,Tbio
10632,Q96AH0,NABP1,-0.891165621,13.0,59.0,,0.9758620000000001,0.9758620000000001,0.841667,,0.916667,204,Tbio
10633,P35612,ADD2,-2.018041481,2.0,147.0,6.0,0.482759,0.482759,0.9972219999999999,0.8904110000000001,0.939583,726,Tbio
10634,P35611,ADD1,-2.4600110859999997,71.0,570.0,,0.465517,0.465517,0.5222220000000001,0.621005,0.504167,737,Tbio
10635,Q5VWC8,HACD4,-0.635567509,0.0,21.0,,0.9137930000000001,,0.661111,,0.76875,232,Tbio
10636,Q6QAJ8,TMEM220,0.602059991,0.0,10.0,5.0,0.996552,0.996552,0.8611110000000001,,0.745833,160,Tdark
10637,Q96AG4,LRRC59,-0.518513944,2.0,77.0,,0.465517,0.465517,0.5388890000000001,0.545045,0.63125,307,Tbio
10638,Q5QGS0,NEXMIF,-1.69627857,2.0,11.0,,0.9758620000000001,,0.95,,0.822917,1516,Tbio
10639,O75508,CLDN11,-2.5661070130000003,21.0,231.0,,0.882759,0.882759,0.980556,0.9547329999999999,0.9625,207,Tbio
10640,O75509,TNFRSF21,-2.2310948930000003,144.0,413.0,,0.9758620000000001,0.9758620000000001,0.8138890000000001,0.419048,0.833333,655,Tbio
10641,P35606,COPB2,-1.407324035,3.0,79.0,2.0,0.465517,0.465517,0.508333,0.495305,0.654167,906,Tbio
10642,P35609,ACTN2,-1.89803549,40.0,245.0,1.0,0.465517,0.465517,0.9972219999999999,0.967593,0.997917,894,Tbio
10643,Q9H598,SLC32A1,-2.584939802,8.0,151.0,2.0,0.482759,0.482759,1.0,0.9678709999999999,0.90625,525,Tchem
10644,P10323,ACR,-3.0240400060000003,20.0,127.0,,0.958621,0.958621,1.0,0.974684,1.0,421,Tchem
10645,Q96AG3,SLC25A46,-2.478523246,1.0,74.0,,0.558621,0.558621,0.491667,0.76,0.516667,418,Tbio
10646,P12980,LYL1,-1.520524746,13.0,126.0,,1.0,1.0,0.8888889999999999,,0.939583,280,Tbio
10647,Q2TB10,ZNF800,0.602059991,0.0,47.0,3.0,0.806897,0.806897,0.536111,0.539352,0.660417,664,Tdark
10648,Q2TAP0,GOLGA7B,,0.0,53.0,3.0,0.768966,0.768966,0.980556,,0.929167,167,Tdark
10649,Q9H596,DUSP21,-0.023481096,3.0,30.0,4.0,1.0,1.0,1.0,,1.0,190,Tdark
10650,P10321,HLA-C,-1.906607736,24.0,138.0,18.0,0.465517,,0.827778,,0.825,366,Tbio
10651,Q9H4X1,RGCC,-2.323820534,9.0,54.0,4.0,0.806897,0.806897,0.9305559999999999,0.328638,0.947917,137,Tbio
10652,P22307,SCP2,-2.6632821680000003,32.0,314.0,3.0,0.52069,0.465517,0.5222220000000001,0.657778,0.5625,547,Tchem
10653,Q5QGT7,RTP2,-0.931118711,0.0,67.0,10.0,0.558621,0.558621,0.9972219999999999,,0.997917,225,Tbio
10654,P09341,CXCL1,-3.142299715,152.0,517.0,4.0,1.0,1.0,0.95,,1.0,107,Tbio
10655,Q2TB18,ASTE1,-0.691039375,2.0,106.0,2.0,0.996552,0.996552,0.5194439999999999,0.760274,0.641667,679,Tbio
10656,P22309,UGT1A1,-2.9543641289999996,6.0,146.0,,0.9137930000000001,0.9137930000000001,0.980556,,0.975,533,Tchem
10657,O14599,BPY2,-0.908669707,0.0,24.0,,,,1.0,,0.0,106,Tbio
10658,P23634,ATP2B4,-2.058894231,37.0,121.0,1.0,0.465517,0.465517,0.827778,0.41111099999999995,0.814583,1241,Tbio
10659,O14598,VCY,-0.747266526,0.0,23.0,2.0,0.996552,0.996552,1.0,0.9547329999999999,1.0,125,Tdark
10660,P00973,OAS1,-2.0131754369999997,19.0,238.0,,0.844828,0.844828,0.736111,,0.975,400,Tbio
10661,P22304,IDS,-1.8500444440000001,21.0,138.0,25.0,0.937931,0.937931,0.95,,0.847917,550,Tbio
10662,P22303,ACHE,-3.49768215,152.0,505.0,,0.8620690000000001,0.8620690000000001,0.95,,0.929167,614,Tclin
10663,Q06609,RAD51,-3.82649323,185.0,594.0,6.0,0.9758620000000001,0.9758620000000001,0.9305559999999999,0.780488,0.997917,339,Tchem
10664,P22301,IL10,-4.105241006,627.0,1157.0,4.0,0.617241,0.617241,0.898148,,0.939583,178,Tbio
10665,P12956,XRCC6,-2.864237839,248.0,865.0,10.0,0.465517,0.465517,0.491667,0.13333299999999998,0.570833,609,Tbio
10666,A5A3E0,POTEF,-2.019146154,24.0,131.0,,0.465517,0.465517,1.0,,1.0,1075,Tbio
10667,P12955,PEPD,-2.9753788930000002,44.0,157.0,,0.465517,0.465517,0.980556,0.5502279999999999,0.641667,493,Tchem
10668,Q9H583,HEATR1,-0.762178232,0.0,36.0,6.0,0.534483,0.534483,0.536111,0.79955,0.733333,2144,Tbio
10669,Q9H4W6,EBF3,-2.1292602609999998,67.0,131.0,,0.8620690000000001,0.8620690000000001,0.875,,0.929167,596,Tbio
10670,Q32ZL2,PLPPR5,-0.079181248,0.0,87.0,,,,0.9972219999999999,,0.916667,321,Tdark
10671,Q96AE7,TTC17,0.0,2.0,31.0,,0.627586,0.627586,0.5222220000000001,0.6441439999999999,0.654167,1141,Tdark
10672,Q9H582,ZNF644,-1.332237547,2.0,26.0,,1.0,0.813793,0.491667,,0.525,1327,Tbio
10673,Q96AE4,FUBP1,-1.585223131,52.0,209.0,,0.465517,0.465517,0.5222220000000001,0.037558999999999995,0.660417,644,Tbio
10674,Q92599,08-Sep,-1.7247031609999999,12.0,171.0,,0.465517,0.465517,0.95,0.535714,0.802083,483,Tbio
10675,Q92598,HSPH1,-1.693713325,62.0,316.0,,0.465517,0.465517,0.675,0.453704,0.63125,858,Tbio
10676,Q92597,NDRG1,-2.312247261,76.0,402.0,,0.482759,0.482759,0.780556,0.312785,0.745833,394,Tbio
