ensemble,chr,start,end,Gene_Name,mean_rd,gc_content,complexity,cds_len,gene_length,num_targ,segdups,dip,del,dup,del.sing,dup.sing,del.sing.score,dup.sing.score,del.score,dup.score,cnv.score,flag
ENSG00000116521.6,1,155225770,155232221,SCAMP3,90.95097052,0.567601875,122,1098,6451,9,0,59153,0,0,0,0,0.558325341,0.554593243,0.791723982,1.087895867,1.253856319,0
ENSG00000176444.14,1,155232659,155248282,CLK2,92.20801028,0.535969253,142.6153846,1854,15623,13,0,59200,0,0,0,0,0.758956876,0.754058713,0.922202418,1.19128263,1.382442882,0
ENSG00000143630.5,1,155247374,155259639,HCN3,69.42863359,0.609391946,296.625,2373,12265,8,0,59091,0,0,0,0,0.179630973,0.209335889,0.454014056,0.820258521,0.917716142,0
ENSG00000143627.13,1,155259630,155271225,PKLR,74.4683154,0.60142029,155.8333333,1870,11595,12,0,58942,4,1,4,0,-2.469800824,0.571801864,-1.062749407,0.661898996,-0.068207407,0
ENSG00000160752.10,1,155278539,155290457,FDPS,80.16800515,0.536698993,132,1320,11918,10,0,58987,0,1,0,0,0.468755171,0.504780586,0.690825523,0.638166098,0.844337088,0
ENSG00000160753.11,1,155290687,155300905,RUSC1,93.3980677,0.625897534,337.8181818,3716,10218,11,0,58970,0,1,0,0,0.595729481,0.526483702,0.802931723,0.708883104,0.931807886,0
ENSG00000116539.6,1,155305059,155532598,ASH1L,105.0411956,0.476713268,351.4482759,10192,227539,29,0,59137,0,5,0,1,1.68922032,0.95599939,1.430230928,0.193457359,0.679461381,0
ENSG00000125459.10,1,155579979,155718153,MSTO1,41.13316213,0.55415506,157.0714286,2199,138174,14,3,58890,7,37,1,15,-0.150713362,-2.872794981,-1.046931752,-2.531252393,-2.227316767,1
ENSG00000163374.15,1,155629237,155658791,YY1AP1,78.01309873,0.506642404,241.25,2895,29554,12,3,59051,5,18,0,0,0.907040826,0.915873813,-0.246127172,-1.207457724,-0.912490856,1
ENSG00000132676.11,1,155657751,155708801,DAP3,82.37712236,0.495465948,127.6428571,1787,51050,14,2,59156,5,15,0,0,1.038565649,1.08301958,-0.48571199,-1.183239375,-0.938480718,1
ENSG00000116580.14,1,155719508,155829191,GON4L,85.89603076,0.483827155,237.1333333,7114,109683,30,1,59004,5,6,3,2,-0.791336679,0.195948054,-0.493590738,0.13192217,-0.059531318,1
ENSG00000132718.7,1,155829300,155854990,SYT11,158.0084421,0.51921668,330,1320,25690,4,0,59218,0,2,0,1,1.020706636,-0.01722508,1.548882819,0.909619016,1.318111349,0
ENSG00000143622.6,1,155867599,155881195,RIT1,87.41921209,0.476066766,107.5714286,753,13596,7,0,59030,0,2,0,0,0.437723477,0.451290212,0.719278745,0.308335513,0.585706038,0
ENSG00000132680.6,1,155882834,155904191,KIAA0907,95.81878575,0.50551029,144.3571429,2021,21357,14,0,58735,0,2,0,0,0.861429548,0.845830824,1.008631068,0.548597547,0.868464907,0
ENSG00000173080.4,1,155911480,155912625,RXFP4,89.73765035,0.623674912,1131,1131,1145,1,0,58809,0,1,0,0,-0.156818885,-0.14313275,0.296774021,0.177665363,0.322204237,0
ENSG00000116584.13,1,155916630,155976861,ARHGEF2,76.19734229,0.564923968,148.45,2969,60231,20,0,58979,0,2,0,1,0.953449485,0.232499474,0.95214703,0.545140508,0.832039394,0
ENSG00000163479.9,1,155978839,155990750,SSR2,71.6943941,0.529559452,112.6666667,676,11911,6,0,58989,0,5,0,2,0.164144475,-1.228356319,0.471877412,-0.629355826,-0.293775333,0
ENSG00000160803.7,1,156005092,156023585,UBQLN4,64.46131817,0.596951424,175.8,1758,18493,10,0,59030,0,2,0,0,0.305583899,0.369387967,0.523792589,0.196998179,0.408772331,0
ENSG00000116586.7,1,156024543,156028301,LAMTOR2,96.38122556,0.582981858,118.5,474,3758,4,0,58957,0,2,0,0,0.351189801,0.328340411,0.688074473,0.294659443,0.552552038,0
ENSG00000132698.9,1,156030951,156040295,RAB25,150.5836111,0.532364486,134.4,672,9344,5,0,59123,0,1,0,0,1.071355616,0.845612608,1.523381058,1.245005831,1.597710231,0
ENSG00000160789.15,1,156052364,156109880,LMNA,48.19007067,0.616642167,160.0666667,2401,57516,15,0,58986,0,3,0,1,0.460802042,-0.20633261,0.570269155,-0.027712686,0.218245197,0
ENSG00000196189.8,1,156117157,156147543,SEMA4A,104.7027747,0.569509813,169.2857143,2370,30386,14,0,59185,3,3,3,1,-1.427712451,0.122802277,-0.302842654,0.34303041,0.125576418,0
ENSG00000160785.9,1,156163880,156182587,SLC25A44,73.03528399,0.548926504,328.3333333,985,18707,3,0,59162,1,1,0,0,-0.09687116,-0.03216151,-0.234530522,0.298703512,0.163848281,0
ENSG00000260238.1,1,156182773,156213123,PMF1-BGLAP,94.28260499,0.571107726,120.7142857,845,30350,7,0,58990,6,2,0,0,0.502151603,0.501294862,-1.632460193,0.35869519,-0.515886924,0
ENSG00000160783.15,1,156182784,156212874,PMF1,86.78805667,0.578734186,113.3333333,1020,30090,9,0,58990,6,2,0,0,0.540757831,0.562052002,-1.643239123,0.360766761,-0.520308653,0
ENSG00000242252.1,1,156211753,156213112,BGLAP,51.36486394,0.617312455,81.75,327,1359,4,0,58980,0,2,0,0,-0.078460112,0.018523328,0.264178845,0.003644447,0.160561765,0
ENSG00000160781.11,1,156213206,156217881,PAQR6,67.00783153,0.632691565,257.5,1545,4675,6,0,58803,0,2,0,0,0.122759261,0.154061298,0.419748903,0.08895928,0.285755789,0
ENSG00000198952.7,1,156219015,156252620,SMG5,94.16218847,0.543586142,144.6818182,3183,33605,22,0,58970,0,0,0,0,1.233160888,1.230230124,1.215626685,1.442880335,1.674866374,0
ENSG00000163472.14,1,156252726,156262976,TMEM79,114.75181,0.612823257,365.75,1463,10250,4,0,59086,2,1,1,0,-0.420639981,0.380218075,-0.129610211,0.715725696,0.442172327,0
ENSG00000198715.7,1,156259880,156265463,C1orf85,92.53160802,0.60170508,235.2857143,1647,5583,7,0,59103,2,1,1,0,-0.488385568,0.387937706,-0.290873682,0.627876423,0.321390332,0
ENSG00000189030.8,1,156268415,156269428,VHLL,86.86086054,0.566744731,426,426,1013,1,0,58805,0,0,0,0,-0.065202251,-0.039078178,0.375657256,0.706811845,0.805587518,0
ENSG00000163468.10,1,156278759,156337664,CCT3,91.17705838,0.50032508,123,1722,58905,14,0,59175,0,2,0,0,0.854841022,0.87933446,0.972619505,0.523951295,0.836652737,0
ENSG00000163467.7,1,156307105,156316786,TSACC,107.1317824,0.48202399,132,396,9681,3,0,59227,0,2,0,0,0.41494571,0.362823376,0.804182488,0.356026681,0.653067212,0
ENSG00000132677.8,1,156339003,156355011,RHBG,82.72035372,0.597635939,192,1728,16008,9,0,59158,3,2,3,2,-1.942319006,-1.007464118,-0.728334185,0.295836101,-0.107425787,0
ENSG00000125462.12,1,156374042,156400493,C1orf61,48.44444165,0.552849565,108,648,26451,6,0,59007,0,0,0,0,-0.066835047,0.070393062,0.260229059,0.700530245,0.753099009,0
ENSG00000116604.13,1,156433519,156470620,MEF2D,74.79948601,0.566669009,139.0909091,1530,37101,11,0,58979,0,0,0,0,0.483029126,0.542339672,0.66579793,1.001347527,1.138316807,0
ENSG00000183856.6,1,156495197,156542396,IQGAP3,82.37606108,0.557011101,134.8421053,5124,47199,38,0,58914,16,9,16,9,-2.846414641,-2.783779479,-2.623544152,-0.510932189,-1.402031096,0
ENSG00000187862.7,1,156549519,156556562,TTC24,38.50933142,0.609950689,118.8888889,1070,7043,9,0,58647,1,0,0,0,0.04753679,0.176176904,-0.21594756,0.767276393,0.494174848,0
ENSG00000163382.7,1,156561554,156564091,APOA1BP,106.3092809,0.588758968,171.5,1029,2537,6,0,59048,1,0,0,0,0.557863022,0.490271289,0.334968624,1.127901321,0.993632891,0
ENSG00000160818.12,1,156564279,156571288,GPATCH4,127.6390033,0.531881999,204.75,1638,7009,8,0,58685,18,1,17,0,-2.846414641,0.732890621,-2.623544152,1.003674198,-1.29730263,0
ENSG00000132692.14,1,156611182,156629324,BCAN,73.15025883,0.618825369,222.1538462,2888,18142,13,0,59020,0,11,0,0,0.546647143,0.561891889,0.695344634,-1.492769339,-0.969250046,0
ENSG00000132688.10,1,156638555,156647189,NES,66.54450767,0.636587661,1222.5,4890,8634,4,0,58929,0,11,0,0,-0.380607136,-0.357924601,0.035211208,-2.130362254,-1.712545607,0
ENSG00000143320.4,1,156669398,156675608,CRABP2,73.61678939,0.540481186,110.25,441,6210,4,0,58891,0,0,0,0,0.066768367,0.127121924,0.417038135,0.79549417,0.895594177,0
ENSG00000143319.12,1,156691683,156698591,ISG20L2,131.2533465,0.530016679,360,1080,6908,3,0,58879,0,0,0,0,0.58407724,0.438315702,1.051490942,1.220979771,1.445198663,0
ENSG00000143303.7,1,156698234,156706752,RRNAD1,82.77431551,0.586224991,184.5,1476,8518,8,0,59128,1,0,1,0,-0.531237389,0.387402948,0.102435489,0.963711017,0.782909775,0
ENSG00000143314.8,1,156707095,156711382,MRPL24,119.8584407,0.542635773,136.2,681,4287,5,0,58854,0,2,0,0,0.660817203,0.559112937,1.024809079,0.540327307,0.86373694,0
ENSG00000143321.14,1,156711899,156736717,HDGF,78.46118956,0.58986303,117.8888889,1061,24818,9,0,58848,0,1,0,0,0.451381517,0.491498859,0.663945696,0.62062975,0.815030065,0
ENSG00000143294.10,1,156720402,156770607,PRCC,72.9777139,0.527097296,202.125,1617,50205,8,0,59085,0,1,0,0,0.243653892,0.314406368,0.507631492,0.483701925,0.659284106,0
ENSG00000027869.7,1,156776035,156786654,SH2D2A,78.64640015,0.617611299,153,1071,10619,7,0,59049,2,4,2,2,-1.346014167,-1.092994536,-0.392279559,-0.298148258,-0.354551496,0
ENSG00000198400.7,1,156785432,156851642,NTRK1,71.57049405,0.609278727,142.7894737,2713,66210,19,0,58931,0,2,0,0,0.91869275,0.98390186,0.911860422,0.513468418,0.787693882,0
ENSG00000027644.4,1,156809855,156828810,INSRR,71.24376726,0.601443853,208,4368,18955,21,0,58832,0,1,0,0,0.892996432,0.921537736,0.896977078,0.841062061,1.060460823,0
ENSG00000187800.9,1,156863490,156886226,PEAR1,79.3684082,0.616214868,142.3478261,3274,22736,23,0,59021,1,0,1,0,0.271849589,1.199592044,0.582503636,1.382033075,1.264904771,0
ENSG00000160838.9,1,156890442,156902886,LRRC71,30.57062205,0.577061183,115.25,1383,12444,12,0,59075,0,3,0,3,0.096741375,-1.796135893,0.346330165,-0.18085752,0.013122867,0
ENSG00000132694.14,1,156904632,157015162,ARHGEF11,85.73204098,0.549984714,118.8333333,4991,110530,42,0,59004,1,2,1,1,1.10940778,1.343903379,1.093933456,1.117977304,1.250585803,0
ENSG00000253831.1,1,157061836,157069600,ETV3L,68.44942239,0.604537799,223.2,1116,7764,5,0,58990,1,0,1,0,-0.853240369,0.107252604,-0.151672152,0.764621348,0.532327938,0
ENSG00000117036.7,1,157090983,157108266,ETV3,95.07690058,0.498795617,398,1592,17283,4,0,59084,5,7,5,7,-2.846414641,-2.872794981,-1.525531728,-1.02149232,-1.250590869,0
ENSG00000142634.8,1,15736391,15756839,EFHD2,44.1861109,0.620186882,186.75,747,20448,4,0,58895,0,0,0,0,-0.195692633,-0.076962723,0.168701068,0.619678072,0.647847594,0
ENSG00000143297.14,1,157483167,157522310,FCRL5,85.71908606,0.540021231,181.6111111,3269,39143,18,1,58824,3,1,2,1,-0.656992085,0.281091126,-0.107550743,1.161343278,0.704493683,0
ENSG00000163518.6,1,157543539,157567870,FCRL4,88.03636783,0.51709465,135,1620,24331,12,1,59102,4,0,3,0,-1.572896659,0.835053259,-0.580367586,1.427084893,0.58766557,0
ENSG00000160856.16,1,157644111,157670647,FCRL3,81.59643567,0.513607958,166.0714286,2325,26536,14,0,59043,0,1,0,1,0.671555159,-0.082109179,0.818768274,0.738030391,0.968838657,0
ENSG00000162438.7,1,15764935,15775737,CTRC,95.72163269,0.60197553,115.125,921,10802,8,0,59074,0,4,0,2,0.606803253,-0.878943445,0.842442301,-0.115444321,0.248017562,0
ENSG00000132704.11,1,157715523,157746922,FCRL2,86.88753913,0.499489066,149.4166667,1793,31399,12,0,59045,1,1,1,1,-0.252555197,-0.106928323,0.30246841,0.739168205,0.705288829,0
ENSG00000163534.10,1,157764193,157789895,FCRL1,73.47641433,0.53763069,118.4166667,1421,25702,12,0,59077,2,0,2,0,-1.172090095,0.588571563,-0.299952162,1.02714017,0.580424061,0
ENSG00000073754.5,1,157800704,157868046,CD5L,96.20480841,0.50104558,180,1080,67342,6,0,59123,1,0,0,0,0.440193709,0.451343675,0.198431731,1.004986338,0.860054471,0
ENSG00000142615.7,1,15783223,15798586,CELA2A,98.20059942,0.565043283,107.25,858,15363,8,0,59222,143,12,1,0,-0.301393496,0.583803832,-2.623544152,-1.517645979,-2.471627899,0
ENSG00000215704.5,1,15792404,15817895,CELA2B,108.3223914,0.560926689,116.0909091,1277,25491,11,1,59189,145,14,0,0,1.030112597,0.983623959,-2.623544152,-1.296290456,-2.471627899,1
ENSG00000183853.13,1,157963063,158070052,KIRREL,79.34901894,0.588184195,167.5714286,2346,106989,14,0,59209,1,9,0,8,0.723556221,-2.872794981,0.270859293,-1.108398701,-0.739496698,0
ENSG00000158473.6,1,158149737,158154686,CD1D,160.2512318,0.579200724,220.6,1103,4949,5,0,59094,5,2,3,1,-1.210801938,0.107344302,-0.423837594,1.029830692,0.454391505,0
ENSG00000132906.13,1,15817327,15853029,CASP9,71.1676197,0.529333992,131.6363636,1448,35702,11,0,59100,2,3,0,0,0.435445064,0.511139798,-0.365009466,-0.011383928,-0.136348704,0
ENSG00000158477.6,1,158223927,158228059,CD1A,125.8700377,0.480982514,170,1020,4132,6,0,59049,2,2,0,0,0.797431167,0.662757014,0.170289439,0.63068094,0.53267249,0
ENSG00000158481.8,1,158259576,158263420,CD1C,136.7801392,0.474705314,194.3333333,1166,3844,6,0,58953,20,20,14,18,-2.846414641,-2.872794981,-2.623544152,-2.092185625,-2.426958683,0
ENSG00000158485.6,1,158297741,158301321,CD1B,109.3486712,0.486044677,215.5,1293,3580,6,0,59123,3,4,2,0,-1.141693961,0.477192517,-0.501641883,-0.112477944,-0.252155236,0
ENSG00000158488.11,1,158323254,158327343,CD1E,76.51483254,0.490338454,221,1326,4089,6,0,59220,4,5,2,1,-1.533954504,-0.587540823,-1.270490269,-0.637253444,-0.919142101,0
ENSG00000186306.1,1,158368312,158369256,OR10T2,60.66180197,0.475840336,951,951,944,1,0,59130,0,1,0,0,-0.495069503,-0.377974027,0.01373235,-0.018982103,0.081544318,0
ENSG00000180708.4,1,158389718,158390656,OR10K2,107.7240893,0.463002114,945,945,938,1,0,59269,1,1,0,0,0.064491188,0.028034926,0.035253168,0.375477519,0.3203297,0
ENSG00000173285.2,1,158435272,158436344,OR10K1,144.0663522,0.481559536,948,948,1072,1,0,59101,2,1,0,0,0.510918708,0.335592764,0.105977906,0.785925583,0.571336938,0
ENSG00000198965.3,1,158449668,158450675,OR10R2,147.7082205,0.434482759,1014,1014,1007,1,0,59126,2,1,0,0,0.617434685,0.409996691,0.220087043,0.842722426,0.659308774,0
ENSG00000197532.1,1,158516918,158517895,OR6Y1,85.30332566,0.47106599,984,984,977,1,0,59428,0,3,0,1,-0.224477697,-0.958796071,0.267321241,-0.451575868,-0.199295953,0
ENSG00000116138.8,1,15853308,15918874,DNAJC16,116.182904,0.46274683,168.8,2532,65566,15,0,58493,21,10,18,5,-2.846414641,-1.967989898,-2.623544152,-0.911192429,-1.973169626,0
ENSG00000186400.3,1,158548709,158549689,OR10X1,96.61509004,0.442307692,987,987,980,1,0,59224,0,1,0,0,-0.046301537,-0.051038062,0.443792356,0.268878073,0.469744483,0
ENSG00000198967.3,1,158576229,158577170,OR10Z1,173.0353875,0.506849315,948,948,941,1,0,59056,1,2,0,0,0.899122867,0.594665284,1.078248778,0.867384738,1.042458307,0
ENSG00000163554.7,1,158580496,158656488,SPTA1,120.86536,0.481216892,143.6470588,7326,75992,51,0,58546,84,76,83,76,-2.846414641,-2.872794981,-2.623544152,-2.531252393,-2.471627899,0
ENSG00000196171.2,1,158669369,158670486,OR6K2,83.74078479,0.453156823,981,981,1117,1,0,59147,2,1,0,0,-0.214845351,-0.172568863,-0.720862723,0.151026819,-0.199465322,0
ENSG00000203757.1,1,158686958,158687953,OR6K3,122.1860859,0.443668993,1002,1002,995,1,0,59392,21,1,0,0,0.263584403,0.166278803,-2.623544152,0.526516901,-2.034017619,0
ENSG00000180433.4,1,158724510,158725681,OR6K6,113.0187187,0.465832531,1038,1038,1171,1,0,59556,22,0,0,0,0.101532343,0.049010649,-2.623544152,0.774916012,-2.189015521,0
ENSG00000197403.2,1,158735466,158736492,OR6N1,102.9858588,0.50422833,945,945,1026,1,0,59424,22,0,0,0,-0.035755688,-0.045537931,-2.623544152,0.686968071,-2.317316883,0
ENSG00000188340.1,1,158746472,158747425,OR6N2,98.44669692,0.449531738,960,960,953,1,0,59478,21,0,0,0,-0.030499258,-0.038980846,-2.623544152,0.662407101,-2.254694602,0
ENSG00000163563.7,1,158801107,158819296,MNDA,82.96860994,0.407120341,210,1260,18189,6,0,58882,24,0,3,0,-1.999122142,0.382469455,-2.623544152,0.939219963,-2.16639438,0
ENSG00000163564.10,1,158900586,158946844,PYHIN1,81.24849821,0.429453408,194.25,1554,46258,8,0,59023,2,2,2,2,-1.244330705,-0.988898329,-0.29146787,0.266905983,0.096274735,0
ENSG00000163565.14,1,158969758,159024945,IFI16,73.76478593,0.431945947,221.0909091,2432,55187,11,0,57927,29,24,29,23,-2.846414641,-2.872794981,-2.623544152,-2.531252393,-2.471627899,0
ENSG00000116771.5,1,15898848,15911605,AGMAT,69.63732075,0.530978827,137.1666667,823,12757,6,0,58703,3,4,0,0,0.124749335,0.196640491,-0.971074697,-0.430512449,-0.674212568,0
ENSG00000163568.9,1,159032274,159116886,AIM2,105.9280278,0.390410672,212.4,1062,84612,5,0,59053,0,1,0,0,0.697836181,0.63392142,0.988328474,0.755575238,1.062886644,0
ENSG00000162706.8,1,159141399,159173103,CADM3,66.36776601,0.550086987,161.8888889,1457,31704,9,0,59011,0,1,0,0,0.249632666,0.331899065,0.494984178,0.491706755,0.655947176,0
ENSG00000213088.5,1,159173097,159176290,DARC,108.2467593,0.593894009,524.5,1049,3193,2,0,58774,0,0,0,0,0.222719458,0.158962165,0.658564686,0.90583782,1.056742611,0
ENSG00000179639.6,1,159259504,159278014,FCER1A,121.8195152,0.47472517,160.8,804,18510,5,0,59035,13,7,11,6,-2.846414641,-2.872794981,-2.623544152,-0.613042681,-1.497986828,0
ENSG00000196266.4,1,159283460,159284449,OR10J3,116.8340306,0.485456369,996,996,989,1,0,59224,2,1,0,0,0.136888402,0.074344551,-0.334993871,0.445712223,0.160500149,0
ENSG00000196184.7,1,159409512,159410600,OR10J1,126.3453626,0.465979381,969,969,1088,1,0,59176,0,2,0,0,0.289245827,0.183612254,0.828080684,0.245179433,0.556980056,0
ENSG00000184155.7,1,159504793,159505842,OR10J5,92.39898282,0.439701174,936,936,1049,1,0,59165,0,2,0,0,-0.077433867,-0.070435375,0.407384654,-0.076102717,0.167469648,0
ENSG00000132703.3,1,159557615,159558655,APCS,90.01497349,0.488480476,342,684,1040,2,0,58897,0,8,0,0,0.05093691,0.0575148,0.480941986,-1.271708914,-0.824408001,0
ENSG00000132693.8,1,159682079,159684379,CRP,104.6136399,0.500402576,343.5,687,2300,2,0,59130,0,1,0,0,0.216048516,0.175389616,0.655387267,0.540118091,0.759913398,0
ENSG00000181036.9,1,159770301,159786041,FCRL6,91.54172031,0.533387472,132.4545455,1457,15740,11,1,58724,16,7,15,6,-2.846414641,-2.71725163,-2.623544152,-0.447574611,-1.587689358,1
ENSG00000158714.6,1,159796540,159807039,SLAMF8,116.3545439,0.560239228,177.6,888,10499,5,1,59033,0,0,0,0,0.742839018,0.657856406,1.29228072,1.482924603,1.712061887,0
ENSG00000243284.1,1,159824106,159832447,VSIG8,79.44161634,0.557375952,160.4,802,8341,5,1,58995,0,0,0,0,0.308733674,0.351225331,0.830623115,1.146719222,1.288026305,0
ENSG00000256029.1,1,159827690,159842843,RP11-190A12.7,68.5158466,0.577453329,213,852,15153,4,1,58953,0,0,0,0,0.121127022,0.194871188,0.668614297,1.020797436,1.126934582,0
ENSG00000213085.5,1,159842154,159869953,CCDC19,133.8116349,0.54323376,147.1666667,1766,27799,12,1,59113,2,0,1,0,0.463008442,1.222686938,0.81161051,1.894772108,1.617816989,0
ENSG00000215695.1,1,15986364,15988217,RSC1A1,98.07517594,0.42880172,1860,1860,1853,1,0,58380,0,0,0,0,-0.189625388,-0.188862648,0.302962862,0.432785647,0.5632993,0
ENSG00000158710.10,1,159887897,159895522,TAGLN2,128.6439748,0.566858645,146,438,7625,3,1,59097,0,1,0,0,0.808561092,0.678488918,1.420416717,1.204220624,1.511098021,0
ENSG00000085552.12,1,159896829,159915386,IGSF9,56.58821335,0.626634712,182.9,3658,18557,20,1,59064,0,2,0,0,0.902692009,0.970051394,1.115572872,0.728982283,0.994601736,0
ENSG00000162723.5,1,159921282,159924044,SLAMF9,91.70485411,0.53964417,223.5,894,2762,4,1,59235,1,2,1,0,-0.557681871,0.350876874,0.37832026,0.491510317,0.521526922,0
ENSG00000143315.5,1,159997462,160001783,PIGM,117.9173348,0.497263487,1278,1278,4321,1,0,59275,0,1,0,0,0.072009501,0.015943791,0.602810335,0.374071659,0.593240952,0
ENSG00000177807.6,1,160007257,160040038,KCNJ10,90.75689172,0.543156059,1146,1146,32781,1,0,59186,0,1,0,0,-0.222449092,-0.167809523,0.252794705,0.139081863,0.284962193,0
ENSG00000162728.4,1,160051360,160060353,KCNJ9,41.23519895,0.649631871,597,1194,8993,2,0,58761,0,1,0,0,-0.439576198,-0.329609344,0.004136116,0.05479257,0.112814117,0
ENSG00000162729.9,1,160061130,160068733,IGSF8,61.37280771,0.629865386,361.6,1808,7603,5,0,58876,0,1,0,0,-0.053104207,-0.004842997,0.287817859,0.301696075,0.423784119,0
ENSG00000018625.10,1,160085549,160113381,ATP1A2,100.6438567,0.568182498,145.5652174,3348,27832,23,0,59010,0,1,0,0,1.365416369,1.333270226,1.329641842,1.159508741,1.465517,0
ENSG00000116786.7,1,16010827,16061264,PLEKHM2,31.70706373,0.583078846,160.8947368,3057,50437,19,0,59232,1,69,0,2,0.437582629,-0.852311099,0.005705667,-2.531252393,-2.471627899,0
ENSG00000132681.12,1,160121360,160156767,ATP1A4,107.3897915,0.517136197,146.6666667,3080,35407,21,0,58997,2,2,2,1,-0.351925668,0.513275398,0.365286153,0.841837981,0.757557134,0
ENSG00000143318.8,1,160160285,160171676,CASQ1,85.93700084,0.504408529,114.7272727,1262,11391,11,0,59007,1,2,1,1,-0.297093831,-0.150477909,0.279282827,0.401696608,0.444624446,0
ENSG00000162734.8,1,160175127,160185166,PEA15,99.84310066,0.528067485,137.3333333,412,10039,3,0,59106,0,1,0,0,0.297865073,0.276875617,0.677062253,0.597211216,0.812340743,0
ENSG00000132716.14,1,160185505,160254920,DCAF8,92.27458611,0.507709904,306.6111111,5519,69415,18,0,58972,0,1,0,0,0.883978888,0.87363736,0.957237464,0.852765373,1.108323503,0
ENSG00000258465.2,1,160187254,160254920,DCAF8,91.61316272,0.5041915,295.3157895,5611,67666,19,0,58972,0,1,0,0,0.933644859,0.925816079,0.986506236,0.879604697,1.139279218,0
ENSG00000162735.14,1,160246602,160256138,PEX19,76.62208313,0.508876762,417,3753,9536,9,0,58758,0,1,0,0,0.161833075,0.17288365,0.467829395,0.434978747,0.610542094,0
ENSG00000122218.10,1,160259063,160313190,COPA,110.2078365,0.494183825,117.3823529,3991,54127,34,0,58982,2,1,2,0,0.307097319,1.980775496,0.790589959,1.520301719,1.386465301,0
ENSG00000162736.11,1,160313062,160328742,NCSTN,105.0934527,0.494998431,129,2322,15680,18,0,58896,0,0,0,0,1.196589581,1.147943095,1.273642816,1.459663557,1.717025877,0
ENSG00000171786.5,1,160336857,160342638,NHLH1,45.08081109,0.66992665,408,408,5781,1,0,58642,0,0,0,0,-0.314912411,-0.223142602,0.100823035,0.518164372,0.536201971,0
ENSG00000162738.5,1,160370376,160398468,VANGL2,78.3282627,0.601683115,229.7142857,1608,28092,7,0,59098,0,1,0,0,0.272867003,0.298886288,0.543600961,0.510674906,0.686263402,0
ENSG00000162739.9,1,160454820,160493052,SLAMF6,94.83409505,0.44396669,135.5,1084,38232,8,0,59076,0,1,0,0,0.622427709,0.608304553,0.872692351,0.728238535,0.993220447,0
ENSG00000066294.10,1,160510885,160549306,CD84,88.54283519,0.474665701,154,1232,38421,8,0,58973,0,1,0,0,0.485963871,0.501570294,0.743626805,0.644209337,0.87747025,0
ENSG00000117090.10,1,160577890,160617085,SLAMF1,100.0108815,0.502502735,154.2857143,1080,39195,7,0,59085,0,4,0,3,0.54162414,-1.527737179,0.825967045,-0.153620214,0.223981425,0
ENSG00000162461.7,1,16062900,16067891,SLC25A34,58.06491516,0.639544452,189,945,4991,5,0,59340,3,96,0,0,0.033814517,0.094325089,-1.050815883,-2.531252393,-2.471627899,0
ENSG00000117091.5,1,160648536,160681641,CD48,90.09938893,0.50771288,246.5,986,33105,4,0,59100,0,1,0,0,0.198448576,0.215433807,0.558819341,0.49124527,0.688737622,0
ENSG00000162460.6,1,16068917,16074477,TMEM82,50.77814439,0.649962501,178,1068,5560,6,0,59219,1,90,0,0,0.04507434,0.116150956,-0.194289458,-2.531252393,-2.471627899,0
ENSG00000026751.12,1,160709037,160724611,SLAMF7,108.6699124,0.48070575,155.2857143,1087,15574,7,0,59094,2,2,1,0,-0.256958278,0.588721839,-0.036611846,0.479569023,0.345913285,0
ENSG00000122224.13,1,160765864,160798051,LY9,117.6965814,0.532377806,200.4545455,2205,32187,11,0,58927,0,43,0,40,0.920356534,-2.872794981,1.158764538,-2.531252393,-2.471627899,0
ENSG00000122223.8,1,160799950,160832692,CD244,75.7480553,0.474230014,119.8,1198,32742,10,0,58958,1,2,0,0,0.476486801,0.53275249,0.154757997,0.295722745,0.320426798,0
ENSG00000162458.8,1,16083102,16113089,FBLIM1,83.35774592,0.615581736,163.1666667,979,29987,6,0,59071,10,10,9,5,-2.846414641,-2.705120381,-2.623544152,-1.43201956,-1.924961373,0
ENSG00000179914.4,1,160846329,160854960,ITLN1,123.2823769,0.512052895,140.5714286,984,8631,7,0,59160,10,3,10,0,-2.846414641,0.704276153,-2.227141075,0.353528669,-0.777772424,0
ENSG00000158764.6,1,160914815,160924589,ITLN2,65.73934095,0.522843444,128.25,1026,9774,8,0,59028,0,4,0,0,0.200737012,0.28095807,0.477746023,-0.387584402,-0.089747038,0
ENSG00000158769.13,1,160965001,160991138,F11R,90.11861717,0.510196083,96,960,26137,10,0,58681,1,4,0,0,0.629619183,0.648476904,0.300400902,-0.128137195,0.049469062,0
ENSG00000270149.1,1,160967747,161008752,F11R,90.11861717,0.510196083,96,960,41005,10,0,58675,1,4,0,0,0.638014795,0.664767377,0.300435317,-0.129578833,0.048237517,0
ENSG00000158773.10,1,161009041,161015767,USF1,91.29544399,0.540430589,99.3,993,6726,10,0,59107,3,7,2,4,-1.068357881,-1.95593488,-0.561017486,-0.744079704,-0.702610874,0
ENSG00000186517.9,1,161016736,161039760,ARHGAP30,97.2793293,0.576837349,281.5,3378,23024,12,0,58776,2,3,1,0,-0.247311965,0.616451855,-0.133449408,0.151665808,0.071970851,0
ENSG00000143217.7,1,161040785,161059389,PVRL4,90.56236125,0.609758182,179,1611,18604,9,0,59043,0,6,0,3,0.564286034,-1.510975842,0.783623672,-0.604677224,-0.184764989,0
